run_id	name	value	game_sim_settings
117	totalHealthy	139	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
117	totalExposed	527	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
86	totalHealthy	164	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
86	totalExposed	393	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
58	totalHealthy	323	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
58	totalExposed	444	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
81	totalHealthy	233	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
81	totalExposed	321	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
114	totalHealthy	239	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
114	totalExposed	521	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
33	totalHealthy	320	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
33	totalExposed	455	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
48	totalHealthy	155	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
48	totalExposed	536	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
97	totalHealthy	146	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
97	totalExposed	544	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
106	totalHealthy	243	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
106	totalExposed	360	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
67	totalHealthy	181	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
67	totalExposed	508	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
84	totalHealthy	330	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
84	totalExposed	457	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
79	totalHealthy	510	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
79	totalExposed	293	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
24	totalHealthy	128	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
24	totalExposed	582	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
9	totalHealthy	334	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
9	totalExposed	437	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
116	totalHealthy	139	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
116	totalExposed	388	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
32	totalHealthy	313	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
32	totalExposed	425	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
88	totalHealthy	244	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
88	totalExposed	538	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
1	totalHealthy	394	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
1	totalExposed	230	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
105	totalHealthy	143	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
105	totalExposed	203	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
20	totalHealthy	67	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
20	totalExposed	267	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
56	totalHealthy	253	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
56	totalExposed	345	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
36	totalHealthy	147	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
36	totalExposed	398	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
10	totalHealthy	116	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
10	totalExposed	270	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
37	totalHealthy	206	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
37	totalExposed	505	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
49	totalHealthy	140	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
49	totalExposed	573	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
63	totalHealthy	262	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
63	totalExposed	470	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
65	totalHealthy	73	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
65	totalExposed	258	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
121	totalHealthy	116	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
121	totalExposed	379	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
4	totalHealthy	474	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
4	totalExposed	333	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
39	totalHealthy	251	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
39	totalExposed	505	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
62	totalHealthy	247	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
62	totalExposed	478	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
12	totalHealthy	219	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
12	totalExposed	507	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
83	totalHealthy	311	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
83	totalExposed	452	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
109	totalHealthy	324	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
109	totalExposed	455	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
123	totalHealthy	141	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
123	totalExposed	578	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
13	totalHealthy	247	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
13	totalExposed	515	"{\"DesiredNumShoppers\":50,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
14	totalHealthy	217	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
14	totalExposed	526	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":3,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
21	totalHealthy	93	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
21	totalExposed	400	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
66	totalHealthy	128	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
66	totalExposed	429	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
91	totalHealthy	148	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
91	totalExposed	419	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
94	totalHealthy	191	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
94	totalExposed	553	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
72	totalHealthy	142	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
72	totalExposed	529	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
74	totalHealthy	140	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
74	totalExposed	583	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
76	totalHealthy	327	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
76	totalExposed	268	"{\"DesiredNumShoppers\":30,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
2	totalHealthy	462	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
2	totalExposed	298	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
80	totalHealthy	153	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
80	totalExposed	219	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
50	totalHealthy	230	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
50	totalExposed	173	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":1,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
45	totalHealthy	73	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
45	totalExposed	249	"{\"DesiredNumShoppers\":20,\"DesiredNumContagious\":5,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
57	totalHealthy	299	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
57	totalExposed	438	"{\"DesiredNumShoppers\":40,\"DesiredNumContagious\":2,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
119	totalHealthy	170	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
119	totalExposed	565	"{\"DesiredNumShoppers\":60,\"DesiredNumContagious\":4,\"OneWayAisles\":true,\"SimulationTimeInSeconds\":600,\"SpawnCooldown\":0.75}"
